interval,0.024
,
unit,v
0,-0.000386539
0.024,-0.000386539
0.048,-0.000386539
0.072,-0.000386539
0.096,-0.000386539
0.12,-0.000386539
0.144,-0.000386539
0.168,-0.000386539
0.192,-0.000386539
0.216,-0.000386539
0.24,-0.000386539
0.264,-0.000386539
0.288,-0.000386539
0.312,-0.000386539
0.336,-0.000386539
0.36,-0.000386539
0.384,-0.000386539
0.408,-0.000386539
0.432,-0.000386539
0.456,-0.000386539
0.48,-0.000902612
0.504,-0.000386539
0.528,-0.000386539
0.552,-0.000386539
0.576,-0.000386539
0.6,-0.000902612
0.624,-0.000386539
0.648,-0.000386539
0.672,-0.000386539
0.696,-0.000386539
0.72,-0.000386539
0.744,-0.000386539
0.768,-0.000386539
0.792,-0.000386539
0.816,-0.000902612
0.84,-0.000386539
0.864,-0.000386539
0.888,-0.000386539
0.912,-0.000386539
0.936,-0.000386539
0.96,-0.000386539
0.984,0.000129534
1.008,-0.000386539
1.032,-0.000386539
1.056,-0.000386539
1.08,-0.000386539
1.104,-0.000386539
1.128,-0.000386539
1.152,-0.000902612
1.176,-0.000386539
1.2,-0.000386539
1.224,-0.000386539
1.248,0.000129534
1.272,-0.000386539
1.296,-0.000902612
1.32,-0.000386539
1.344,-0.000386539
1.368,-0.000386539
1.392,-0.000902612
1.416,-0.000386539
1.44,-0.000902612
1.464,-0.000386539
1.488,-0.000386539
1.512,-0.000386539
1.536,-0.000386539
1.56,-0.000902612
1.584,-0.000386539
1.608,-0.000386539
1.632,0.000129534
1.656,-0.000386539
1.68,-0.000902612
1.704,-0.000386539
1.728,-0.000386539
1.752,-0.000386539
1.776,-0.000386539
1.8,-0.000902612
1.824,-0.000386539
1.848,-0.000386539
1.872,-0.000386539
1.896,-0.000386539
1.92,-0.000386539
1.944,-0.000386539
1.968,-0.000386539
1.992,-0.000386539
2.016,-0.000386539
2.04,-0.000902612
2.064,-0.000902612
2.088,-0.000386539
2.112,-0.000386539
2.136,-0.000386539
2.16,-0.000902612
2.184,-0.000902612
2.208,-0.000902612
2.232,-0.000386539
2.256,-0.000386539
2.28,-0.000902612
2.304,-0.000386539
2.328,-0.000902612
2.352,-0.000386539
2.376,-0.000386539
2.4,-0.000386539
2.424,-0.000386539
2.448,-0.000902612
2.472,-0.000386539
2.496,-0.000386539
2.52,-0.000902612
2.544,-0.000386539
2.568,-0.000386539
2.592,-0.000386539
2.616,-0.000902612
2.64,-0.000902612
2.664,-0.000386539
2.688,-0.000386539
2.712,-0.000386539
2.736,-0.000902612
2.76,-0.000386539
2.784,-0.000386539
2.808,-0.000386539
2.832,-0.000386539
2.856,-0.000902612
2.88,-0.000902612
2.904,-0.000386539
2.928,-0.000386539
2.952,-0.000386539
2.976,-0.000386539
3,-0.000902612
3.024,-0.000902612
3.048,-0.000386539
3.072,-0.000386539
3.096,-0.000386539
3.12,-0.000902612
3.144,-0.000902612
3.168,-0.000386539
3.192,-0.000386539
3.216,-0.000386539
3.24,-0.000386539
3.264,-0.000386539
3.288,-0.000902612
3.312,-0.000386539
3.336,-0.000386539
3.36,-0.000386539
3.384,-0.000902612
3.408,-0.000902612
3.432,-0.000386539
3.456,-0.000386539
3.48,-0.000386539
3.504,-0.000386539
3.528,-0.000386539
3.552,-0.000902612
3.576,-0.000386539
